page_content,metadata
"المادة الثالثة 
يقصر استيراد الأسلحة النارية الفردية والبنادق الهوائية و أسلحة الصيد المعرفة في هذا النظام ولوازمها وقطع 
غيارها وذخائرها، وبيعها وشراؤها على السعوديين المرخص لهم، وفقا للإجراءات والشروطل التي تحددها 
الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 1}"
"المادة الرابعة 
يحظر على غير الجهات الحكومية المختصة ما يأتي:  
أ - صنع الأسلحة الحربية وذخائرها ومستلزماتها أو قطع غيارها، و استيرادها، أو حيازتها، أو تداولها، أو 
اقتناؤها، أو إصاعحها. 
ب - صنع الأسلحة النارية الفردية ومستلزماتها وقطع غيارها وذخائرها، أو إجراء أي تعديل عليها.  
ج - استيراد الأسلحة النارية الفردية أو أسلحة الصيد وقطع غيارها وذخائرها، وكذلك بيعها أو شراؤها أو حملها 
أو اقتناؤها إلا بترخيص من الوزير. 
د - صنع أسلحة التمرين والبنادق الهوائية وقطع غيارها وذخائرها ومستلزماتها، أو استيراد أي من ذلك إلا  
بترخيص من الوزير . 
هـ - جلب أسلحة أو ذخائر أو قطع غيارها ومستلزماتها، وكذلك اصطحابها دون إذن من الوزير . 
و - استيراد أسلحة من غير ما ورد ذكره في هذا النظام، وكذلك جلبها دون إذن من الوزير .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة الخامسة 
أ - لا يجوز استيراد الأسلحة الأثرية وتداولها بقصد الاتجار إلا بترخيص من الوزير . 
ب - يجوز جلب الأسلحة الأثرية أو اصطحابها بقصد الاقتناء. 
ج - تحدد الاعئحة شروطل وإجراءات ما ورد في الفقرتين (أ) و(ب) من هذه المادة.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة السادسة 
يجب على من تئول إليه أسلحة أو قطع غيار أو ذخائر  - بالإرث أو الوصية أو أي طلريقة أخرى - إباعغ الجهات 
المختصة عنها خاعل ثاعثة أشهر من تاريخ مآلها إليه.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة السابعة 
يجب على من فقد ساعحه أو تلف إباعغ الجهات المختصة خاعل شهر من تاريخ العلم بالفقد أو التلف.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة الثامنة  
يحدد الوزير الأماكن والأوقات التي يحظر فيها حمل الساعح المرخص بحمله. 
أحكام الرخص","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة التاسعة 
للوزير أن يرخص باستيراد الأسلحة النارية الفردية و أسلحة الصيد و أسلحة التمرين والبنادق الهوائية وقطع 
غيارها ولوازمها وذخائرها، وكذلك بيعها أو شراؤها أو حملها أو اقتناؤها أو إصاعحها، وفقا للشروطل التي 
تحددها الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة العاشرة 
للوزير الترخيص بحيازة أسلحة وذخائر نارية فردية لبعض المؤسسات والشركات السعودية التي تتطلب طلبيعة 
عملها تسليح بعض منسوبيها، وفق الضوابط والشروطل التي تحددها الاعئحة.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة الحادية عشرة  
للوزير -لاعتبارات خاصة يراها - الترخيص بشراء ساعح ناري فردي وحمله واقتنائه لشخص يقيم في المملكة.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 2}"
"المادة الثانية عشرة 
يجوز للوزير الترخيص بفتح نواد للتدريب على الرماية، وفق ما تحدده الاعئحة من ضوابط وشروطل.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة الثالثة عشرة 
يجوز للوزير السماح بعبور أسلحة الصيد وأسلحة الحماية الشخصية للأراضي السعودية، بما يتفق مع الأنظمة 
والأعراف الدولية المعمول بها وأنظمة الدولة المتجه إليها، وفي ضوء الإجراءات والشروطل التي تحددها الاعئحة 
.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة الرابعة عشرة 
يجب على المرخص له باستيراد الأسلحة النارية الفردية أو أسلحة الصيد ومستلزماتها وقطع غيارها وذخائرها،  
وكذلك المرخص له بشرائها وبيعها - اتخاذ جميع وسائل الساعمة لنقلها وتخزينها وفق الشروطل المنظمة لذلك.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة الخامسة عشرة 
يجب على المرخص له باستيراد الأسلحة بجميع أنواعها ومستلزماتها وذخائرها وقطع غيارها، وكذلك المرخص 
له بشرائها وبيعها، أن ينظم لها سجاعت خاصة وفقا للنماذج والإجراءات التي تحددها الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة السادسة عشرة 
للوزير -بناء على مقتضيات المصلحة العامة  - عدم الموافقة على طللب الترخيص، أو تقييد الترخيص القائم، أو 
إلغاؤه.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة السابعة عشرة 
جميع الرخص الصادرة بموجب أحكام هذا النظام لا يستفيد منها إلا المرخص له نفسه.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة الثامنة عشرة 
تلغى رخصة حمل الساعح أو اقتنائه في الأحوال الآتية:  
أ - إذا تقررت مصادرة الساعح وذخيرته. 
ب - إذا فقد المرخص له شرطلا من شروطل منح الرخصة. 
ج - إذا توفي المرخص له أو فقد أهليته.  
د - إذا تقرر مغادرة المقيم المرخص له المملكة بصفة نهائية. ويتم التصرف في الساعح وذخيرته إذا كان الإلغاء 
بموجب الفقرات (ب، ج، د) من هذه المادة من قبل صاحب الساعح أو ورثة المتوفى أو وكيلهم الشرعي أو ولي 
القصر في ضوء ما تحدده الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة التاسعة عشرة 
تلغى رخصة استيراد الأسلحة النارية الفردية أو رخص بيعها وشرائها أو إصاعحها في الحالات الآتية:  
أ - وفاة صاحب الرخصة أو فقد أهليته. 
ب - فقدان شرطل من شروطل منح الرخصة. وتحدد الاعئحة الشروطل والإجراءات التي يجب الأخذ بها.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة العشرون 
تحدد الاعئحة الإجراءات والشروطل الواجب اتباعها إذا رغب المرخص له باستيراد الأسلحة النارية الفردية 
وذخائرها، أو رغب المرخص له ببيعها أو شرائها، في تغيير النشاطل أو التنازل عنه لغيره.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 3}"
"المادة الحادية والعشرون 
لا يجوز إعطاء الشخص الملغى ترخيصه أي ترخيص جديد على أي ساعح آخر إلا في الحالات التي تحددها  
الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 4}"
"المادة الثانية والعشرون 
تحدد الاعئحة الإجراءات الواجب اتخاذها في حال فقدان الرخصة أو تلفها.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 4}"
"المادة الثالثة والعشرون 
يجوز منح رخصة اقتناء لأكثر من ساعح ناري فردي، وفقا لما تحدده الاعئحة .","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 4}"
"المادة الرابعة والعشرون 
لا يجوز منح رخصة حمل لأكثر من ساعح ناري فردي واحد، وتحدد الاعئحة نو  هذا الساعح. وللوزير في  
حالات خاصة منح تراخيص بحمل أكثر من ساعح.","{""source"": ""نظام الأسلحة والذخائر.pdf"", ""page"": 4}"
